source_input,follow_input,target_output,follow_output
"['These', 'great', 'masters', ""'"", 'deaths', 'have', 'come', 'at', 'a', 'time', 'when', 'the', 'field', 'of', 'education', 'has', 'been', 'in', 'the', 'spotlight', 'for', 'other', 'reasons', '.']","['When', 'the', 'field', 'of', 'education', 'has', 'been', 'in', 'the', 'spotlight', 'for', 'other', 'reasons', ',', 'these', 'great', 'masters', ""'"", 'deaths', 'have', 'come', 'at', 'a', 'time', '.']","['WRB', 'DT', 'NN', 'IN', 'NN', 'VBZ', 'VBN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NNS', ',', 'DT', 'JJ', 'NNS', 'POS', 'NNS', 'VBP', 'VBN', 'IN', 'DT', 'NN', '.']","['WRB', 'DT', 'NN', 'IN', 'NN', 'VBZ', 'VBN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NNS', ',', 'DT', 'JJ', 'NNS', 'POS', 'NNS', 'VBP', 'VBN', 'IN', 'DT', 'NN', '.']"
"['Like', 'this', 'week', 'even', 'when', 'they', 'made', 'the', '%um', 'coleslaw', 'you', 'know', '&', 'kept', 'calling', 'me', 'to', 'taste', 'it', 'and', 'make', 'sure', 'that', 'it', 'was', 'the', 'way', 'that', 'I', 'do', 'it']","['When', 'they', 'made', 'the', '%um', 'coleslaw', 'you', 'know', '&', 'kept', 'calling', 'me', 'to', 'taste', 'it', 'and', 'make', 'sure', 'that', 'it', 'was', 'the', 'way', 'that', 'I', 'do', 'it', ',', 'like', 'this', 'week', 'even', '.']","['WRB', 'PRP', 'VBD', 'DT', 'JJ', 'NN', 'PRP', 'VBP', 'CC', 'VBD', 'VBG', 'PRP', 'TO', 'VB', 'PRP', 'CC', 'VB', 'JJ', 'IN', 'PRP', 'VBD', 'DT', 'NN', 'IN', 'PRP', 'VBP', 'PRP', ',', 'IN', 'DT', 'NN', 'RB', '.']","['WRB', 'PRP', 'VBD', 'DT', 'JJ', 'NN', 'PRP', 'VBP', 'CC', 'VBD', 'VBG', 'PRP', 'TO', 'VB', 'PRP', 'CC', 'VB', 'JJ', 'IN', 'PRP', 'VBD', 'DT', 'NN', 'IN', 'PRP', 'VBP', 'PRP', ',', 'IN', 'DT', 'NN', 'RB', '.']"
"['Um', ',', 'I', ""'m"", 'sure', 'that', 'there', 'are', 'many', 'people', 'when', 'they', 'introduce', 'you', ',', 'aside', 'from', 'saying', 'Director', 'Ye', 'Daying', 'who', 'has', 'shot', 'such', 'and', 'such', ',', 'they', 'ca', ""n't"", 'avoid', 'the', 'cliche', ',', 'they', 'always', 'have', 'to', 'say', '""', 'I', ""'d"", 'like', 'to', 'introduce', 'Marshall', 'Ye', 'Ting', ""'s"", 'grandson', '.', '""']","['When', 'they', 'introduce', 'you', ',', 'um', ',', 'I', ""'m"", 'sure', 'that', 'there', 'are', 'many', 'people', ',', 'aside', 'from', 'saying', 'Director', 'Ye', 'Daying', 'who', 'has', 'shot', 'such', 'and', 'such', ',', 'they', 'ca', ""n't"", 'avoid', 'the', 'cliche', ',', 'they', 'always', 'have', 'to', 'say', '""', 'I', ""'d"", 'like', 'to', 'introduce', 'Marshall', 'Ye', 'Ting', ""'s"", 'grandson', '.', '""']","['WRB', 'PRP', 'VBP', 'PRP', ',', 'JJ', ',', 'PRP', 'VBP', 'JJ', 'IN', 'EX', 'VBP', 'JJ', 'NNS', ',', 'RB', 'IN', 'VBG', 'NNP', 'NNP', 'NNP', 'WP', 'VBZ', 'VBN', 'JJ', 'CC', 'JJ', ',', 'PRP', 'MD', 'RB', 'VB', 'DT', 'NN', ',', 'PRP', 'RB', 'VBP', 'TO', 'VB', 'NN', 'PRP', 'MD', 'VB', 'TO', 'VB', 'NNP', 'NNP', 'NNP', 'POS', 'NN', '.', 'NN']","['WRB', 'PRP', 'VBP', 'PRP', ',', 'JJ', ',', 'PRP', 'VBP', 'JJ', 'IN', 'EX', 'VBP', 'JJ', 'NNS', ',', 'RB', 'IN', 'VBG', 'NNP', 'NNP', 'NNP', 'WP', 'VBZ', 'VBN', 'JJ', 'CC', 'JJ', ',', 'PRP', 'MD', 'RB', 'VB', 'DT', 'NN', ',', 'PRP', 'RB', 'VBP', 'TO', 'VB', 'NN', 'PRP', 'MD', 'VB', 'TO', 'VB', 'NNP', 'NNP', 'NNP', 'POS', 'NN', '.', 'NN']"
"['Now', 'she', 'had', 'a', 'job', 'with', 'an', 'architectural', 'group', 'when', 'she', 'first', 'got', 'out', 'to', 'New', 'York', ',']","['When', 'she', 'first', 'got', 'out', 'to', 'New', 'York', ',', 'now', 'she', 'had', 'a', 'job', 'with', 'an', 'architectural', 'group', ',']","['WRB', 'PRP', 'RB', 'VBD', 'RB', 'TO', 'NNP', 'NNP', ',', 'RB', 'PRP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', ',']","['WRB', 'PRP', 'RB', 'VBD', 'RB', 'TO', 'NNP', 'NNP', ',', 'RB', 'PRP', 'VBD', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', ',']"
"['When', 'it', 'carries', 'the', 'SAV', 'system', ',', 'it', 'can', 'obtain', 'high', 'resolution', 'ground', 'reconnaissance', 'images', 'in', 'real', 'time', '.']","['It', 'can', 'obtain', 'high', 'resolution', 'ground', 'reconnaissance', 'images', 'in', 'real', 'time', ',', 'when', 'it', 'carries', 'the', 'SAV', 'system', '.']","['PRP', 'MD', 'VB', 'JJ', 'NN', 'NN', 'NN', 'NNS', 'IN', 'JJ', 'NN', ',', 'WRB', 'PRP', 'VBZ', 'DT', 'NNP', 'NN', '.']","['PRP', 'MD', 'VB', 'JJ', 'NN', 'NN', 'NN', 'NNS', 'IN', 'JJ', 'NN', ',', 'WRB', 'PRP', 'VBZ', 'DT', 'NNP', 'NN', '.']"
"['Traffic', 'was', 'the', 'first', 'thing', 'to', 'be', 'impacted', 'when', 'this', ',', 'cave', '-', 'in', 'accident', 'occurred', '.']","['When', 'this', ',', 'traffic', 'was', 'the', 'first', 'thing', 'to', 'be', 'impacted', ',', 'cave', '-', 'in', 'accident', 'occurred', '.']","['WRB', 'DT', ',', 'NN', 'VBD', 'DT', 'JJ', 'NN', 'TO', 'VB', 'VBN', ',', 'VBP', ':', 'IN', 'NN', 'VBD', '.']","['WRB', 'DT', ',', 'NN', 'VBD', 'DT', 'JJ', 'NN', 'TO', 'VB', 'VBN', ',', 'VBP', ':', 'IN', 'NN', 'VBD', '.']"
"['Think', 'about', 'when', 'I', 'was', '18', ',', 'I', 'was', 'thinking', 'about', 'going', 'to', 'college', '.']","['When', 'I', 'was', '18', ',', 'think', 'about', ',', 'I', 'was', 'thinking', 'about', 'going', 'to', 'college', '.']","['WRB', 'PRP', 'VBD', 'CD', ',', 'NN', 'IN', ',', 'PRP', 'VBD', 'VBG', 'RB', 'VBG', 'TO', 'NN', '.']","['WRB', 'PRP', 'VBD', 'CD', ',', 'VBP', 'IN', ',', 'PRP', 'VBD', 'VBG', 'RB', 'VBG', 'TO', 'NN', '.']"
"['When', 'the', 'second', 'prophet', 'left', ',', 'a', 'lion', 'killed', 'him', '.']","['A', 'lion', 'killed', 'him', ',', 'when', 'the', 'second', 'prophet', 'left', '.']","['DT', 'NN', 'VBD', 'PRP', ',', 'WRB', 'DT', 'JJ', 'NN', 'VBD', '.']","['DT', 'NN', 'VBD', 'PRP', ',', 'WRB', 'DT', 'JJ', 'NN', 'VBD', '.']"
"['Perhaps', 'there', 'will', 'be', 'an', 'introduction', 'so', 'that', 'children', 'will', 'know', 'the', 'names', 'of', 'the', 'crops', 'when', 'they', 'see', 'them', '.']","['When', 'they', 'see', 'them', ',', 'perhaps', 'there', 'will', 'be', 'an', 'introduction', 'so', 'that', 'children', 'will', 'know', 'the', 'names', 'of', 'the', 'crops', '.']","['WRB', 'PRP', 'VBP', 'PRP', ',', 'RB', 'EX', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT', 'NNS', 'MD', 'VB', 'DT', 'NNS', 'IN', 'DT', 'NNS', '.']","['WRB', 'PRP', 'VBP', 'PRP', ',', 'RB', 'EX', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT', 'NNS', 'MD', 'VB', 'DT', 'NNS', 'IN', 'DT', 'NNS', '.']"
"['Then', 'when', 'he', 'was', 'caught', ',', 'his', 'entire', 'process', 'was', 'filmed', 'with', 'a', 'DV', 'machine', '.']","['When', 'he', 'was', 'caught', ',', 'then', ',', 'his', 'entire', 'process', 'was', 'filmed', 'with', 'a', 'DV', 'machine', '.']","['WRB', 'PRP', 'VBD', 'VBN', ',', 'RB', ',', 'PRP$', 'JJ', 'NN', 'VBD', 'VBN', 'IN', 'DT', 'NNP', 'NN', '.']","['WRB', 'PRP', 'VBD', 'VBN', ',', 'RB', ',', 'PRP$', 'JJ', 'NN', 'VBD', 'VBN', 'IN', 'DT', 'NNP', 'NN', '.']"
"['But', 'when', 'it', 'comes', 'to', 'Camilla', 'gossip', 'columnists', 'can', 'get', 'pretty', 'catty']","['When', 'it', 'comes', 'to', 'Camilla', 'gossip', 'columnists', 'can', 'get', 'pretty', 'catty', ',', 'but', '.']","['WRB', 'PRP', 'VBZ', 'TO', 'NNP', 'NN', 'NNS', 'MD', 'VB', 'RB', 'JJ', ',', 'CC', '.']","['WRB', 'PRP', 'VBZ', 'TO', 'NNP', 'NN', 'NNS', 'MD', 'VB', 'JJ', 'NN', ',', 'CC', '.']"
"['When', 'you', 'suggest', 'otherwise', ',', 'you', 'leave', 'the', 'realm', 'of', 'reporting', 'and', 'enter', 'the', 'orbit', 'of', 'speculation', '.']","['You', 'leave', 'the', 'realm', 'of', 'reporting', 'and', 'enter', 'the', 'orbit', 'of', 'speculation', ',', 'when', 'you', 'suggest', 'otherwise', '.']","['PRP', 'VBP', 'DT', 'NN', 'IN', 'NN', 'CC', 'VBP', 'DT', 'NN', 'IN', 'NN', ',', 'WRB', 'PRP', 'VBP', 'RB', '.']","['PRP', 'VBP', 'DT', 'NN', 'IN', 'NN', 'CC', 'VBP', 'DT', 'NN', 'IN', 'NN', ',', 'WRB', 'PRP', 'VBP', 'RB', '.']"
"['Mm', ',', 'because', 'after', 'I', 'got', 'to', 'the', ""Xi'an"", 'Film', 'Studio', ',', 'um', ',', 'I', 'discovered', 'I', 'had', 'the', 'shakes', 'when', 'I', 'got', 'on', 'stage', '.']","['When', 'I', 'got', 'on', 'stage', ',', 'mm', ',', 'because', 'after', 'I', 'got', 'to', 'the', ""Xi'an"", 'Film', 'Studio', ',', 'um', ',', 'I', 'discovered', 'I', 'had', 'the', 'shakes', '.']","['WRB', 'PRP', 'VBD', 'IN', 'NN', ',', 'NN', ',', 'IN', 'IN', 'PRP', 'VBD', 'TO', 'DT', 'NNP', 'NNP', 'NNP', ',', 'JJ', ',', 'PRP', 'VBD', 'PRP', 'VBD', 'DT', 'NNS', '.']","['WRB', 'PRP', 'VBD', 'IN', 'NN', ',', 'NN', ',', 'IN', 'IN', 'PRP', 'VBD', 'TO', 'DT', 'NNP', 'NNP', 'NNP', ',', 'JJ', ',', 'PRP', 'VBD', 'PRP', 'VBD', 'DT', 'NNS', '.']"
"['The', 'book', 'loses', 'some', 'momentum', 'toward', 'the', 'end', ',', 'when', 'Lily', 'becomes', 'more', 'preoccupied', 'with', 'dating', 'boys', 'and', 'less', 'with', 'her', 'delightfully', 'weird', 'family', '.']","['When', 'Lily', 'becomes', 'more', 'preoccupied', 'with', 'dating', 'boys', 'and', 'less', 'with', 'her', 'delightfully', 'weird', 'family', ',', 'the', 'book', 'loses', 'some', 'momentum', 'toward', 'the', 'end', '.']","['WRB', 'RB', 'VBZ', 'RBR', 'JJ', 'IN', 'VBG', 'NNS', 'CC', 'RBR', 'IN', 'PRP$', 'RB', 'JJ', 'NN', ',', 'DT', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', '.']","['WRB', 'NNP', 'VBZ', 'RBR', 'JJ', 'IN', 'VBG', 'NNS', 'CC', 'RBR', 'IN', 'PRP$', 'RB', 'JJ', 'NN', ',', 'DT', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', '.']"
"['That', 'was', 'when', 'I', 'missed', 'my', 'mother', 'the', 'most', '.']","['When', 'I', 'missed', 'my', 'mother', 'the', 'most', ',', 'that', 'was', '.']","['WRB', 'PRP', 'VBD', 'PRP$', 'NN', 'DT', 'RBS', ',', 'DT', 'VBD', '.']","['WRB', 'PRP', 'VBD', 'PRP$', 'NN', 'DT', 'RBS', ',', 'DT', 'VBD', '.']"
"['My', 'goodness', ',', 'you', 'tripped', 'all', 'over', 'yourself', 'there', 'to', 'try', 'to', 'defend', 'your', 'rather', 'weak', '-LRB-', 'and', 'yet', 'very', 'common', 'on', 'this', 'newsgroup', '-RRB-', 'position', 'that', 'it', ""'s"", 'all', 'Righetti', ""'s"", 'fault', 'that', 'these', 'scrub', 'pitchers', 'pitch', 'like', 'scrubs', 'when', 'they', 'come', 'to', 'the', 'big', 'leagues', '.']","['When', 'they', 'come', 'to', 'the', 'big', 'leagues', ',', 'my', 'goodness', ',', 'you', 'tripped', 'all', 'over', 'yourself', 'there', 'to', 'try', 'to', 'defend', 'your', 'rather', 'weak', '-LRB-', 'and', 'yet', 'very', 'common', 'on', 'this', 'newsgroup', '-RRB-', 'position', 'that', 'it', ""'s"", 'all', 'Righetti', ""'s"", 'fault', 'that', 'these', 'scrub', 'pitchers', 'pitch', 'like', 'scrubs', '.']","['WRB', 'PRP', 'VBP', 'TO', 'DT', 'JJ', 'NNS', ',', 'PRP$', 'NN', ',', 'PRP', 'VBD', 'DT', 'IN', 'PRP', 'RB', 'TO', 'VB', 'TO', 'VB', 'PRP$', 'RB', 'JJ', 'NN', 'CC', 'RB', 'RB', 'JJ', 'IN', 'DT', 'NN', 'VBZ', 'NN', 'IN', 'PRP', 'VBZ', 'DT', 'NNP', 'POS', 'NN', 'IN', 'DT', 'JJ', 'NNS', 'VBP', 'IN', 'NNS', '.']","['WRB', 'PRP', 'VBP', 'TO', 'DT', 'JJ', 'NNS', ',', 'PRP$', 'NN', ',', 'PRP', 'VBD', 'DT', 'IN', 'PRP', 'RB', 'TO', 'VB', 'TO', 'VB', 'PRP$', 'RB', 'JJ', 'NN', 'CC', 'RB', 'RB', 'JJ', 'IN', 'DT', 'NN', 'VBZ', 'NN', 'IN', 'PRP', 'VBZ', 'DT', 'NNP', 'POS', 'NN', 'IN', 'DT', 'JJ', 'NNS', 'VBP', 'IN', 'NNS', '.']"
