source_input,follow_input,target_output,follow_output
"['I', 'wonder', 'about', 'that', 'myself', ',', 'but', 'I', 'have', 'to', 'say', 'that', 'when', 'I', 'was', '30', ',', 'I', 'was', ""n't"", 'plying', '15', 'year', 'old', 'girls', 'with', 'booze', '&', 'copping', 'feels', '.']","['When', 'I', 'was', '30', ',', 'I', 'wonder', 'about', 'that', 'myself', ',', 'but', 'I', 'have', 'to', 'say', 'that', ',', 'I', 'was', ""n't"", 'plying', '15', 'year', 'old', 'girls', 'with', 'booze', '&', 'copping', 'feels', '.']","['ADV', 'PRON', 'VERB', 'NUM', 'PUNCT', 'PRON', 'VERB', 'ADP', 'DET', 'PRON', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'PART', 'VERB', 'SCONJ', 'PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'NUM', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT']","['ADV', 'PRON', 'VERB', 'NUM', 'PUNCT', 'PRON', 'VERB', 'ADP', 'SCONJ', 'PRON', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'NUM', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT']"
"['And', 'I', 'ca', ""n't"", 'ask', 'him', 'to', 'come', 'help', 'me', 'in', 'the', 'middle', 'of', 'the', 'night', 'when', 'I', 'forgot', 'to', 'take', 'out', 'something', 'they', 'put', 'in', 'the', 'freezer']","['When', 'I', 'forgot', 'to', 'take', 'out', 'something', 'they', 'put', 'in', 'the', 'freezer', ',', 'and', 'I', 'ca', ""n't"", 'ask', 'him', 'to', 'come', 'help', 'me', 'in', 'the', 'middle', 'of', 'the', 'night', '.']","['ADV', 'PRON', 'VERB', 'PART', 'VERB', 'ADP', 'PRON', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'PART', 'VERB', 'PRON', 'PART', 'AUX', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['ADV', 'PRON', 'VERB', 'PART', 'VERB', 'ADP', 'PRON', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'PART', 'VERB', 'PRON', 'PART', 'VERB', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']"
"['When', 'the', 'doubts', 'come', ',', 'some', 'people', 'continue', 'trying', 'to', 'find', 'answers', 'from', 'outside', ',', 'thinking', 'that', 'everything', 'would', 'be', 'fine', 'if', 'they', 'could', 'just', 'change', 'jobs', 'or', 'wives', '!']","['Some', 'people', 'continue', 'trying', 'to', 'find', 'answers', 'from', 'outside', ',', 'thinking', 'that', 'everything', 'would', 'be', 'fine', 'if', 'they', 'could', 'just', 'change', 'jobs', 'or', 'wives', ',', 'when', 'the', 'doubts', 'come', '.']","['DET', 'NOUN', 'VERB', 'PART', 'PART', 'VERB', 'NOUN', 'ADP', 'ADV', 'PUNCT', 'VERB', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADJ', 'SCONJ', 'PRON', 'AUX', 'ADV', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'ADV', 'DET', 'NOUN', 'VERB', 'PUNCT']","['DET', 'NOUN', 'VERB', 'PART', 'PART', 'VERB', 'NOUN', 'ADP', 'ADV', 'PUNCT', 'ADP', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADJ', 'SCONJ', 'PRON', 'AUX', 'ADV', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'ADV', 'DET', 'NOUN', 'VERB', 'PUNCT']"
"['So', 'when', 'NBC', ""'s"", 'Michelle', 'Kosinski', 'was', 'covering', 'some', 'flooding', 'in', 'New', 'Jersey', 'for', 'the', 'Today', 'Show', 'Friday', 'she', 'set', 'out', 'in', 'a', 'canoe']","['When', 'NBC', ""'s"", 'Michelle', 'Kosinski', 'was', 'covering', 'some', 'flooding', 'in', 'New', 'Jersey', 'for', 'the', 'Today', 'Show', 'Friday', 'she', 'set', 'out', 'in', 'a', 'canoe', ',', 'so', '.']","['ADV', 'PROPN', 'PART', 'PROPN', 'PROPN', 'AUX', 'VERB', 'DET', 'ADP', 'ADP', 'PROPN', 'PROPN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PRON', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'PUNCT']","['ADV', 'PROPN', 'PART', 'PROPN', 'PROPN', 'AUX', 'DET', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PRON', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'PUNCT']"
"['As', 'you', 'watch', 'the', 'children', 'laughing', 'and', 'arguing', 'and', 'playing', ',', 'you', 'can', 'think', 'back', 'to', 'the', 'time', 'when', 'the', 'Japanese', 'government', 'did', 'not', 'allow', 'Taiwanese', 'and', 'Japanese', 'to', 'attend', 'school', 'together', '.']","['When', 'the', 'Japanese', 'government', 'did', 'not', 'allow', 'Taiwanese', 'and', 'Japanese', 'to', 'attend', 'school', 'together', ',', 'as', 'you', 'watch', 'the', 'children', 'laughing', 'and', 'arguing', 'and', 'playing', ',', 'you', 'can', 'think', 'back', 'to', 'the', 'time', '.']","['ADV', 'DET', 'ADJ', 'NOUN', 'AUX', 'PART', 'VERB', 'PROPN', 'CCONJ', 'PROPN', 'PART', 'VERB', 'NOUN', 'ADV', 'PUNCT', 'ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'VERB', 'CCONJ', 'CCONJ', 'CCONJ', 'VERB', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']","['ADV', 'DET', 'ADJ', 'NOUN', 'AUX', 'PART', 'VERB', 'PROPN', 'CCONJ', 'PROPN', 'PART', 'VERB', 'NOUN', 'ADV', 'PUNCT', 'ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'VERB', 'CCONJ', 'VERB', 'CCONJ', 'VERB', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']"
"['``', 'It', ""'s"", 'as', 'if', 'France', 'decided', 'to', 'give', 'only', 'French', 'history', 'questions', 'to', 'students', 'in', 'a', 'European', 'history', 'class', ',', 'and', 'when', 'everybody', 'aces', 'the', 'test', ',', 'they', 'say', 'their', 'kids', 'are', 'good', 'in', 'European', 'history', ',', ""''"", 'says', 'John', 'Cannell', ',', 'an', 'Albuquerque', ',', 'N.M.', ',', 'psychiatrist', 'and', 'founder', 'of', 'an', 'educational', 'research', 'organization', ',', 'Friends', 'for', 'Education', ',', 'which', 'has', 'studied', 'standardized', 'testing', '.']","['When', 'everybody', 'aces', 'the', 'test', ',', '``', 'It', ""'s"", 'as', 'if', 'France', 'decided', 'to', 'give', 'only', 'French', 'history', 'questions', 'to', 'students', 'in', 'a', 'European', 'history', 'class', ',', 'and', ',', 'they', 'say', 'their', 'kids', 'are', 'good', 'in', 'European', 'history', ',', ""''"", 'says', 'John', 'Cannell', ',', 'an', 'Albuquerque', ',', 'N.M.', ',', 'psychiatrist', 'and', 'founder', 'of', 'an', 'educational', 'research', 'organization', ',', 'Friends', 'for', 'Education', ',', 'which', 'has', 'studied', 'standardized', 'testing', '.']","['ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'PRON', 'AUX', 'ADP', 'SCONJ', 'PROPN', 'VERB', 'PART', 'VERB', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'PUNCT', 'PRON', 'VERB', 'PRON', 'NOUN', 'AUX', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'DET', 'AUX', 'VERB', 'ADJ', 'NOUN', 'PUNCT']","['ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'PRON', 'AUX', 'ADP', 'SCONJ', 'PROPN', 'VERB', 'PART', 'VERB', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'PUNCT', 'PRON', 'VERB', 'PRON', 'NOUN', 'AUX', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'DET', 'AUX', 'VERB', 'VERB', 'NOUN', 'PUNCT']"
"['We', 'do', ""n't"", 'know', 'who', 'eh', 'her', 'source', 'was', 'when', 'it', 'comes', 'to', 'revealing', 'the', 'identity', 'of', 'Valerie', 'Plame']","['When', 'it', 'comes', 'to', 'revealing', 'the', 'identity', 'of', 'Valerie', 'Plame', ',', 'we', 'do', ""n't"", 'know', 'who', 'eh', 'her', 'source', 'was', '.']","['ADV', 'PRON', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'PRON', 'INTJ', 'PRON', 'NOUN', 'AUX', 'PUNCT']","['ADV', 'PRON', 'VERB', 'ADP', 'DET', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'PRON', 'INTJ', 'PRON', 'NOUN', 'AUX', 'PUNCT']"
"['When', 'we', 'cut', 'off', 'all', 'attachment', 'to', 'thinking', ',', 'then', 'your', 'mind', 'and', 'my', 'mind', 'are', 'the', 'same', '-LRB-', '""', 'There', 'are', 'no', 'worlds', 'other', 'than', 'what', 'appears', 'when', 'I', 'shine', '""', '.', '-RRB-']","['Then', 'your', 'mind', 'and', 'my', 'mind', 'are', 'the', 'same', '-LRB-', '""', 'There', 'are', 'no', 'worlds', 'other', 'than', 'what', 'appears', 'when', 'I', 'shine', '""', '.', '-RRB-', ',', 'when', 'we', 'cut', 'off', 'all', 'attachment', 'to', 'thinking', '.']","['ADV', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'NOUN', 'AUX', 'DET', 'ADJ', 'X', 'PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADJ', 'SCONJ', 'PRON', 'VERB', 'ADV', 'PRON', 'VERB', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT', 'ADV', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['ADV', 'PRON', 'NOUN', 'CCONJ', 'PRON', 'NOUN', 'AUX', 'DET', 'ADJ', 'PUNCT', 'PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADJ', 'SCONJ', 'PRON', 'VERB', 'ADV', 'PRON', 'VERB', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT', 'ADV', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']"
"['Then', 'Jesus', 'said', ',', '``', 'Believe', 'me', 'when', 'I', 'say', 'that', 'some', 'of', 'you', 'people', 'standing', 'here', 'will', 'see', 'God', ""'s"", 'kingdom', 'come', 'with', 'power', 'before', 'you', 'die', '.', ""''""]","['When', 'I', 'say', 'that', 'some', 'of', 'you', 'people', 'standing', 'here', 'will', 'see', 'God', ""'s"", 'kingdom', 'come', 'with', 'power', 'before', 'you', 'die', '.', ""''"", ',', 'then', 'Jesus', 'said', ',', '``', 'Believe', 'me', '.']","['ADV', 'PRON', 'VERB', 'SCONJ', 'DET', 'ADP', 'PRON', 'NOUN', 'ADV', 'ADV', 'AUX', 'VERB', 'PROPN', 'PART', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'PRON', 'VERB', 'PUNCT', 'PUNCT', 'PUNCT', 'ADV', 'PROPN', 'VERB', 'PUNCT', 'PUNCT', 'VERB', 'PRON', 'PUNCT']","['ADV', 'PRON', 'VERB', 'SCONJ', 'DET', 'ADP', 'PRON', 'NOUN', 'VERB', 'ADV', 'AUX', 'VERB', 'PROPN', 'PART', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'PRON', 'VERB', 'PUNCT', 'PUNCT', 'PUNCT', 'ADV', 'PROPN', 'VERB', 'PUNCT', 'PUNCT', 'VERB', 'PRON', 'PUNCT']"
"['Middle', 'age', 'is', 'a', 'time', 'where', 'one', 'wears', 'more', 'hats', 'than', 'at', 'any', 'other', 'time', 'in', 'one', ""'s"", 'life', ',', 'when', 'one', ""'s"", 'responsibilities', 'are', 'heaviest', '.']","['When', 'one', ""'s"", 'responsibilities', 'are', 'heaviest', ',', 'middle', 'age', 'is', 'a', 'time', 'where', 'one', 'wears', 'more', 'hats', 'than', 'at', 'any', 'other', 'time', 'in', 'one', ""'s"", 'life', '.']","['ADV', 'NOUN', 'PART', 'NOUN', 'VERB', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADV', 'PRON', 'VERB', 'ADJ', 'NOUN', 'SCONJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PART', 'NOUN', 'PUNCT']","['ADV', 'NOUN', 'PART', 'NOUN', 'VERB', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADV', 'PRON', 'VERB', 'ADJ', 'NOUN', 'SCONJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'PART', 'NOUN', 'PUNCT']"
"['Transports', 'plunged', 'on', 'takeover', 'disappointments', 'in', 'two', 'airline', 'stocks', ',', 'UAL', 'and', 'AMR', ',', 'which', 'each', 'fell', 'more', 'than', '20', '%', 'when', 'they', 'reopened', 'for', 'trading', 'yesterday', 'after', 'being', 'suspended', 'Friday', 'afternoon', '.']","['When', 'they', 'reopened', 'for', 'trading', 'yesterday', 'after', 'being', 'suspended', 'Friday', 'afternoon', ',', 'transports', 'plunged', 'on', 'takeover', 'disappointments', 'in', 'two', 'airline', 'stocks', ',', 'UAL', 'and', 'AMR', ',', 'which', 'each', 'fell', 'more', 'than', '20', '%', '.']","['ADV', 'PRON', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADP', 'AUX', 'VERB', 'PROPN', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'DET', 'DET', 'VERB', 'ADJ', 'SCONJ', 'NUM', 'NOUN', 'PUNCT']","['ADV', 'PRON', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADP', 'AUX', 'VERB', 'PROPN', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'DET', 'DET', 'VERB', 'ADJ', 'SCONJ', 'NUM', 'NOUN', 'NOUN']"
"['He', ""'s"", 'right', 'about', 'his', 'subcommittee', ""'s"", 'responsibilities', 'when', 'it', 'comes', 'to', 'obtaining', 'information', 'from', 'prior', 'HUD', 'officials', '.']","['When', 'it', 'comes', 'to', 'obtaining', 'information', 'from', 'prior', 'HUD', 'officials', ',', 'he', ""'s"", 'right', 'about', 'his', 'subcommittee', ""'s"", 'responsibilities', '.']","['ADV', 'PRON', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'ADP', 'PRON', 'NOUN', 'PART', 'NOUN', 'PUNCT']","['ADV', 'PRON', 'VERB', 'ADP', 'VERB', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'ADP', 'PRON', 'NOUN', 'PART', 'NOUN', 'PUNCT']"
"['The', 'book', 'loses', 'some', 'momentum', 'toward', 'the', 'end', ',', 'when', 'Lily', 'becomes', 'more', 'preoccupied', 'with', 'dating', 'boys', 'and', 'less', 'with', 'her', 'delightfully', 'weird', 'family', '.']","['When', 'Lily', 'becomes', 'more', 'preoccupied', 'with', 'dating', 'boys', 'and', 'less', 'with', 'her', 'delightfully', 'weird', 'family', ',', 'the', 'book', 'loses', 'some', 'momentum', 'toward', 'the', 'end', '.']","['ADV', 'PROPN', 'VERB', 'ADV', 'ADJ', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'ADV', 'ADP', 'PRON', 'ADV', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['ADV', 'PROPN', 'VERB', 'ADV', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'ADV', 'ADP', 'PRON', 'ADV', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']"
"['When', 'the', 'followers', 'saw', 'this', ',', 'they', 'told', 'the', 'people', 'to', 'stop', 'bringing', 'their', 'children', 'to', 'him', '.']","['They', 'told', 'the', 'people', 'to', 'stop', 'bringing', 'their', 'children', 'to', 'him', ',', 'when', 'the', 'followers', 'saw', 'this', '.']","['PRON', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'PRON', 'PRON', 'NOUN', 'ADP', 'PRON', 'PUNCT', 'ADV', 'DET', 'NOUN', 'VERB', 'DET', 'PUNCT']","['PRON', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'VERB', 'PRON', 'NOUN', 'ADP', 'PRON', 'PUNCT', 'ADV', 'DET', 'NOUN', 'VERB', 'DET', 'PUNCT']"
