source_input,follow_input,target_output,follow_output
"['He', 'spoke', 'up', 'again', 'when', 'the', 'Sony', 'bid', 'for', 'Columbia', 'was', 'announced', '.']","['When', 'the', 'Sony', 'bid', 'for', 'Columbia', 'was', 'announced', ',', 'he', 'spoke', 'up', 'again', '.']","['WRB', 'DT', 'NNP', 'NN', 'IN', 'NNP', 'VBD', 'VBN', ',', 'PRP', 'VBD', 'RP', 'RB', '.']","['WRB', 'DT', 'NNP', 'NN', 'IN', 'NNP', 'VBD', 'VBN', ',', 'PRP', 'VBD', 'RP', 'RB', '.']"
"['Meanwhile', ',', 'agency', 'supply', 'is', 'expected', 'to', 'weigh', 'heavily', 'on', 'the', 'market', 'today', 'when', 'the', 'Federal', 'Home', 'Loan', 'Bank', 'prices', 'a', '$', '2.3', 'billion', 'offering', 'of', 'one', '-', 'year', ',', 'three', '-', 'year', ',', 'five', '-', 'year', 'and', '10', '-', 'year', 'maturities', '.']","['When', 'the', 'Federal', 'Home', 'Loan', 'Bank', 'prices', 'a', '$', '2.3', 'billion', 'offering', 'of', 'one', '-', 'year', ',', 'meanwhile', ',', 'agency', 'supply', 'is', 'expected', 'to', 'weigh', 'heavily', 'on', 'the', 'market', 'today', ',', 'three', '-', 'year', ',', 'five', '-', 'year', 'and', '10', '-', 'year', 'maturities', '.']","['WRB', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'DT', '$', 'CD', 'CD', 'NN', 'IN', 'CD', 'HYPH', 'NN', ',', 'RB', ',', 'NN', 'NN', 'VBZ', 'VBN', 'TO', 'VB', 'RB', 'IN', 'DT', 'NN', 'NN', ',', 'CD', 'HYPH', 'NN', ',', 'CD', 'HYPH', 'NN', 'CC', 'CD', 'HYPH', 'NN', 'NNS', '.']","['WRB', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNS', 'DT', '$', 'CD', 'CD', 'NN', 'IN', 'CD', 'HYPH', 'NN', ',', 'RB', ',', 'NN', 'NN', 'VBZ', 'VBN', 'TO', 'VB', 'RB', 'IN', 'DT', 'NN', 'NN', ',', 'CD', 'HYPH', 'NN', ',', 'CD', 'HYPH', 'NN', 'CC', 'CD', 'HYPH', 'NN', 'NNS', '.']"
"['Thomas', '-LRB-', 'called', 'Didymus', '-RRB-', 'was', 'one', 'of', 'the', 'twelve', ',', 'but', 'he', 'was', 'not', 'with', 'the', 'other', 'followers', 'when', 'Jesus', 'came', '.']","['When', 'Jesus', 'came', ',', 'thomas', '-LRB-', 'called', 'Didymus', '-RRB-', 'was', 'one', 'of', 'the', 'twelve', ',', 'but', 'he', 'was', 'not', 'with', 'the', 'other', 'followers', '.']","['WRB', 'NNP', 'VBD', ',', 'NNP', '-LRB-', 'VBN', 'NNP', '-RRB-', 'VBD', 'CD', 'IN', 'DT', 'CD', ',', 'CC', 'PRP', 'VBD', 'RB', 'IN', 'DT', 'JJ', 'NNS', '.']","['WRB', 'NNP', 'VBD', ',', 'NNS', '-LRB-', 'VBN', 'NNP', '-RRB-', 'VBD', 'CD', 'IN', 'DT', 'CD', ',', 'CC', 'PRP', 'VBD', 'RB', 'IN', 'DT', 'JJ', 'NNS', '.']"
"['A', 'leading', 'authority', 'on', 'the', 'business', 'cycle', ',', 'Mr.', 'Moore', 'also', 'is', 'a', 'member', 'of', 'the', 'Business', 'Cycle', 'Dating', 'Group', ',', 'the', 'panel', 'of', 'private', 'economists', 'that', 'decides', 'for', 'the', 'government', 'when', 'expansions', 'and', 'recessions', 'begin', 'and', 'end', '.']","['When', 'expansions', 'and', 'recessions', 'begin', 'and', 'end', ',', 'a', 'leading', 'authority', 'on', 'the', 'business', 'cycle', ',', 'Mr.', 'Moore', 'also', 'is', 'a', 'member', 'of', 'the', 'Business', 'Cycle', 'Dating', 'Group', ',', 'the', 'panel', 'of', 'private', 'economists', 'that', 'decides', 'for', 'the', 'government', '.']","['WRB', 'NNS', 'CC', 'NNS', 'VBP', 'CC', 'VBP', ',', 'DT', 'VBG', 'NN', 'IN', 'DT', 'NN', 'NN', ',', 'NNP', 'NNP', 'RB', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'DT', 'NN', 'IN', 'JJ', 'NNS', 'WDT', 'VBZ', 'IN', 'DT', 'NN', '.']","['WRB', 'NNS', 'CC', 'NNS', 'VBP', 'CC', 'NN', ',', 'DT', 'VBG', 'NN', 'IN', 'DT', 'NN', 'NN', ',', 'NNP', 'NNP', 'RB', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', ',', 'DT', 'NN', 'IN', 'JJ', 'NNS', 'WDT', 'VBZ', 'IN', 'DT', 'NN', '.']"
"['Uh', 'my', 'point', 'is', 'that', 'when', 'you', 'deal', 'with', 'North', 'Korea', 'you', ""'re"", 'not', 'dealing', 'with', 'individuals', 'like', 'you', 'and', 'me']","['When', 'you', 'deal', 'with', 'North', 'Korea', 'you', ""'re"", 'not', 'dealing', 'with', 'individuals', 'like', 'you', 'and', 'me', ',', 'uh', 'my', 'point', 'is', 'that', '.']","['WRB', 'PRP', 'VBP', 'IN', 'NNP', 'NNP', 'PRP', 'VBP', 'RB', 'VBG', 'IN', 'NNS', 'IN', 'PRP', 'CC', 'PRP', ',', 'UH', 'PRP$', 'NN', 'VBZ', 'IN', '.']","['WRB', 'PRP', 'VBP', 'IN', 'NNP', 'NNP', 'PRP', 'VBP', 'RB', 'VBG', 'IN', 'NNS', 'IN', 'PRP', 'CC', 'PRP', ',', 'UH', 'PRP$', 'NN', 'VBZ', 'DT', '.']"
"['So', 'when', 'he', 'sees', 'a', 'wolf', 'coming', ',', 'he', 'runs', 'away', 'and', 'leaves', 'the', 'sheep', 'alone', '.']","['When', 'he', 'sees', 'a', 'wolf', 'coming', ',', 'so', ',', 'he', 'runs', 'away', 'and', 'leaves', 'the', 'sheep', 'alone', '.']","['WRB', 'PRP', 'VBZ', 'DT', 'NN', 'VBG', ',', 'RB', ',', 'PRP', 'VBZ', 'RB', 'CC', 'VBZ', 'DT', 'NNS', 'JJ', '.']","['WRB', 'PRP', 'VBZ', 'DT', 'NN', 'VBG', ',', 'RB', ',', 'PRP', 'VBZ', 'RB', 'CC', 'VBZ', 'DT', 'NNS', 'JJ', '.']"
"['Moreover', ',', 'this', 'year', ""'s"", 'good', 'inflation', 'news', 'may', 'have', 'ended', 'last', 'month', ',', 'when', 'energy', 'prices', 'zoomed', 'up', '6.5', '%', 'after', 'plunging', '7.3', '%', 'in', 'August', '.']","['When', 'energy', 'prices', 'zoomed', 'up', '6.5', '%', 'after', 'plunging', '7.3', '%', 'in', 'August', ',', 'moreover', ',', 'this', 'year', ""'s"", 'good', 'inflation', 'news', 'may', 'have', 'ended', 'last', 'month', '.']","['WRB', 'NN', 'NNS', 'VBD', 'RB', 'CD', 'NN', 'IN', 'VBG', 'CD', 'NN', 'IN', 'NNP', ',', 'RB', ',', 'DT', 'NN', 'POS', 'JJ', 'NN', 'NN', 'MD', 'VB', 'VBN', 'JJ', 'NN', '.']","['WRB', 'NN', 'NNS', 'VBD', 'RB', 'CD', 'NN', 'IN', 'VBG', 'CD', 'NN', 'IN', 'NNP', ',', 'RB', ',', 'DT', 'NN', 'POS', 'JJ', 'NN', 'NN', 'MD', 'VB', 'VBN', 'JJ', 'NN', '.']"
"['Because', 'you', 'see', ',', 'when', 'I', 'was', 'there', 'before', 'I', 'could', ""n't"", 'visit', 'you', 'because', 'I', 'did', ""n't"", 'want', 'to', 'spend', 'time', 'visiting', 'these', 'other', 'relatives', 'in', 'Bonn', '.']","['When', 'I', 'was', 'there', 'before', 'I', 'could', ""n't"", 'visit', 'you', 'because', 'I', 'did', ""n't"", 'want', 'to', 'spend', 'time', 'visiting', 'these', 'other', 'relatives', 'in', 'Bonn', ',', 'because', 'you', 'see', '.']","['WRB', 'PRP', 'VBD', 'RB', 'RB', 'PRP', 'MD', 'RB', 'VB', 'PRP', 'IN', 'PRP', 'VBD', 'RB', 'VB', 'TO', 'VB', 'NN', 'VBG', 'DT', 'JJ', 'NNS', 'IN', 'NNP', ',', 'IN', 'PRP', 'VBP', '.']","['WRB', 'PRP', 'VBD', 'RB', 'RB', 'PRP', 'MD', 'RB', 'VB', 'PRP', 'IN', 'PRP', 'VBD', 'RB', 'VB', 'TO', 'VB', 'NN', 'VBG', 'DT', 'JJ', 'NNS', 'IN', 'NNP', ',', 'IN', 'PRP', 'VBP', '.']"
"['I', 'believe', 'there', 'will', 'eventually', 'be', 'a', 'day', 'when', 'we', 'will', '--', 'avenge']","['When', 'we', 'will', '--', 'avenge', ',', 'I', 'believe', 'there', 'will', 'eventually', 'be', 'a', 'day', '.']","['WRB', 'PRP', 'MD', ':', 'VB', ',', 'PRP', 'VBP', 'EX', 'MD', 'RB', 'VB', 'DT', 'NN', '.']","['WRB', 'PRP', 'MD', ':', 'VB', ',', 'PRP', 'VBP', 'EX', 'MD', 'RB', 'VB', 'DT', 'NN', '.']"
"['Such', 'is', 'his', 'reputation', 'among', 'the', 'East', 'Bay', 'Bashers', 'that', 'when', 'he', 'hit', 'his', 'first', 'career', 'home', 'run', 'last', 'season', ',', 'the', 'fan', 'who', 'caught', 'it', 'agreed', 'to', 'turn', 'the', 'ball', 'over', 'to', 'him', 'in', 'return', 'for', 'an', 'autograph', '.']","['When', 'he', 'hit', 'his', 'first', 'career', 'home', 'run', 'last', 'season', ',', 'such', 'is', 'his', 'reputation', 'among', 'the', 'East', 'Bay', 'Bashers', 'that', ',', 'the', 'fan', 'who', 'caught', 'it', 'agreed', 'to', 'turn', 'the', 'ball', 'over', 'to', 'him', 'in', 'return', 'for', 'an', 'autograph', '.']","['WRB', 'PRP', 'VBD', 'PRP$', 'JJ', 'NN', 'NN', 'NN', 'JJ', 'NN', ',', 'JJ', 'VBZ', 'PRP$', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNPS', 'IN', ',', 'DT', 'NN', 'WP', 'VBD', 'PRP', 'VBD', 'TO', 'VB', 'DT', 'NN', 'RP', 'IN', 'PRP', 'IN', 'NN', 'IN', 'DT', 'NN', '.']","['WRB', 'PRP', 'VBD', 'PRP$', 'JJ', 'NN', 'NN', 'NN', 'JJ', 'NN', ',', 'JJ', 'VBZ', 'PRP$', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNPS', 'IN', ',', 'DT', 'NN', 'WP', 'VBD', 'PRP', 'VBD', 'TO', 'VB', 'DT', 'NN', 'RP', 'IN', 'PRP', 'IN', 'NN', 'IN', 'DT', 'NN', '.']"
"['People', 'do', ""n't"", 'know', 'that', 'when', 'I', 'was', 'young', 'I', 'had', 'dreadful', 'protruding', 'teeth', ',', 'but', 'now', 'not', 'only', 'do', 'my', 'teeth', 'no', 'longer', 'show', ',', 'but', 'the', 'lines', 'of', 'my', 'face', 'have', 'also', 'softened', '.']","['When', 'I', 'was', 'young', 'I', 'had', 'dreadful', 'protruding', 'teeth', ',', 'people', 'do', ""n't"", 'know', 'that', ',', 'but', 'now', 'not', 'only', 'do', 'my', 'teeth', 'no', 'longer', 'show', ',', 'but', 'the', 'lines', 'of', 'my', 'face', 'have', 'also', 'softened', '.']","['WRB', 'PRP', 'VBD', 'JJ', 'PRP', 'VBD', 'JJ', 'VBG', 'NNS', ',', 'NNS', 'VBP', 'RB', 'VB', 'IN', ',', 'CC', 'RB', 'RB', 'RB', 'VBP', 'PRP$', 'NNS', 'RB', 'RBR', 'VB', ',', 'CC', 'DT', 'NNS', 'IN', 'PRP$', 'NN', 'VBP', 'RB', 'VBN', '.']","['WRB', 'PRP', 'VBD', 'JJ', 'PRP', 'VBD', 'JJ', 'VBG', 'NNS', ',', 'NNS', 'VBP', 'RB', 'VB', 'DT', ',', 'CC', 'RB', 'RB', 'RB', 'VBP', 'PRP$', 'NNS', 'RB', 'RBR', 'VB', ',', 'CC', 'DT', 'NNS', 'IN', 'PRP$', 'NN', 'VBP', 'RB', 'VBN', '.']"
"['If', 'it', 'is', 'Sunday', 'when', 'I', 'am', 'free', ',', 'I', 'will', ',', 'also', 'do', 'some', 'farm', 'work', '.']","['When', 'I', 'am', 'free', ',', 'if', 'it', 'is', 'Sunday', ',', 'I', 'will', ',', 'also', 'do', 'some', 'farm', 'work', '.']","['WRB', 'PRP', 'VBP', 'JJ', ',', 'IN', 'PRP', 'VBZ', 'NNP', ',', 'PRP', 'MD', ',', 'RB', 'VB', 'DT', 'NN', 'NN', '.']","['WRB', 'PRP', 'VBP', 'JJ', ',', 'IN', 'PRP', 'VBZ', 'NNP', ',', 'PRP', 'MD', ',', 'RB', 'VB', 'DT', 'NN', 'NN', '.']"
"['When', 'Scoring', 'High', 'first', 'came', 'out', 'in', '1979', ',', 'it', 'was', 'a', 'publication', 'of', 'Random', 'House', '.']","['It', 'was', 'a', 'publication', 'of', 'Random', 'House', ',', 'when', 'Scoring', 'High', 'first', 'came', 'out', 'in', '1979', '.']","['PRP', 'VBD', 'DT', 'NN', 'IN', 'NNP', 'NNP', ',', 'WRB', 'NNP', 'NNP', 'RB', 'VBD', 'RP', 'IN', 'CD', '.']","['PRP', 'VBD', 'DT', 'NN', 'IN', 'NNP', 'NNP', ',', 'WRB', 'NNP', 'NNP', 'RB', 'VBD', 'RP', 'IN', 'CD', '.']"
"['The', 'revamping', 'of', 'Linpien', 'started', 'eight', 'or', 'nine', 'years', 'ago', ',', 'when', 'schoolteacher', 'Tsao', 'Chi', '-', 'hung', '-', 'now', 'a', 'DPP', 'deputy', 'in', 'the', 'national', 'legislature', '-', 'along', 'with', 'fellow', 'members', 'of', 'the', 'Linpien', 'Residents', ""'"", 'Democracy', 'Association', 'launched', 'a', 'program', 'to', 'sweep', 'the', 'streets', 'and', 'keep', 'the', 'riverbank', 'clean', '.']","['When', 'schoolteacher', 'Tsao', 'Chi', '-', 'hung', '-', 'now', 'a', 'DPP', 'deputy', 'in', 'the', 'national', 'legislature', '-', 'along', 'with', 'fellow', 'members', 'of', 'the', 'Linpien', 'Residents', ""'"", 'Democracy', 'Association', 'launched', 'a', 'program', 'to', 'sweep', 'the', 'streets', 'and', 'keep', 'the', 'riverbank', 'clean', ',', 'the', 'revamping', 'of', 'Linpien', 'started', 'eight', 'or', 'nine', 'years', 'ago', '.']","['WRB', 'NN', 'NNP', 'NNP', 'HYPH', 'NNP', ',', 'RB', 'DT', 'NNP', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'IN', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'NNP', 'NNPS', 'POS', 'NNP', 'NNP', 'VBD', 'DT', 'NN', 'TO', 'VB', 'DT', 'NNS', 'CC', 'VB', 'DT', 'NN', 'JJ', ',', 'DT', 'NN', 'IN', 'NNP', 'VBD', 'CD', 'CC', 'CD', 'NNS', 'RB', '.']","['WRB', 'NN', 'NNP', 'NNP', 'HYPH', 'NNP', ',', 'RB', 'DT', 'NNP', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'IN', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'NNP', 'NNPS', 'POS', 'NNP', 'NNP', 'VBD', 'DT', 'NN', 'TO', 'VB', 'DT', 'NNS', 'CC', 'VB', 'DT', 'NN', 'JJ', ',', 'DT', 'NN', 'IN', 'NNP', 'VBD', 'CD', 'CC', 'CD', 'NNS', 'RB', '.']"
"['When', 'Jesus', 'heard', 'that', 'they', 'had', 'forced', 'the', 'man', 'to', 'leave', ',', 'he', 'found', 'him', 'and', 'asked', 'him', ',', '``', 'Do', 'you', 'believe', 'in', 'the', 'Son', 'of', 'Man', '?', ""''""]","['He', 'found', 'him', 'and', 'asked', 'him', ',', '``', 'Do', 'you', 'believe', 'in', 'the', 'Son', 'of', 'Man', '?', ""''"", ',', 'when', 'Jesus', 'heard', 'that', 'they', 'had', 'forced', 'the', 'man', 'to', 'leave', '.']","['PRP', 'VBD', 'PRP', 'CC', 'VBD', 'PRP', ',', '``', 'VBP', 'PRP', 'VB', 'IN', 'DT', 'NNP', 'IN', 'NNP', '.', ""''"", ',', 'WRB', 'NNP', 'VBD', 'IN', 'PRP', 'VBD', 'VBN', 'DT', 'NN', 'TO', 'VB', '.']","['PRP', 'VBD', 'PRP', 'CC', 'VBD', 'PRP', ',', '``', 'VBP', 'PRP', 'VB', 'IN', 'DT', 'NNP', 'IN', 'NNP', '.', ""''"", ',', 'WRB', 'NNP', 'VBD', 'IN', 'PRP', 'VBD', 'VBN', 'DT', 'NN', 'TO', 'VB', '.']"
"['When', 'he', 'retired', 'last', 'year', ',', 'he', 'was', 'the', 'oldest', 'and', 'longest', 'serving', 'member', 'of', 'the', 'house', '.']","['He', 'was', 'the', 'oldest', 'and', 'longest', 'serving', 'member', 'of', 'the', 'house', ',', 'when', 'he', 'retired', 'last', 'year', '.']","['PRP', 'VBD', 'DT', 'JJS', 'CC', 'RBS', 'VBG', 'NN', 'IN', 'DT', 'NN', ',', 'WRB', 'PRP', 'VBD', 'JJ', 'NN', '.']","['PRP', 'VBD', 'DT', 'JJS', 'CC', 'JJS', 'VBG', 'NN', 'IN', 'DT', 'NN', ',', 'WRB', 'PRP', 'VBD', 'JJ', 'NN', '.']"
"['This', 'land', ',', 'which', 'has', 'gone', 'from', 'grass', 'to', 'grain', 'and', 'back', 'to', 'grass', 'again', ',', 'is', 'where', 'many', 'an', 'old', 'Tanshui', 'native', 'played', 'when', 'they', 'were', 'children', '.']","['When', 'they', 'were', 'children', ',', 'this', 'land', ',', 'which', 'has', 'gone', 'from', 'grass', 'to', 'grain', 'and', 'back', 'to', 'grass', 'again', ',', 'is', 'where', 'many', 'an', 'old', 'Tanshui', 'native', 'played', '.']","['WRB', 'PRP', 'VBD', 'NNS', ',', 'DT', 'NN', ',', 'WDT', 'VBZ', 'VBN', 'IN', 'NN', 'IN', 'NN', 'CC', 'RB', 'IN', 'NN', 'RB', ',', 'VBZ', 'WRB', 'PDT', 'DT', 'JJ', 'NNP', 'NN', 'VBD', '.']","['WRB', 'PRP', 'VBD', 'NNS', ',', 'DT', 'NN', ',', 'WDT', 'VBZ', 'VBN', 'IN', 'NN', 'IN', 'NN', 'CC', 'RB', 'IN', 'NN', 'RB', ',', 'VBZ', 'WRB', 'PDT', 'DT', 'JJ', 'NNP', 'NN', 'VBD', '.']"
